Doc. ID,Document Code,Document Name,Rev. #,Department,Doc. Type,Doc. Category,Site Name,Doc. Reference,Status
1531,CO-H&S-PRO-007,Fire evacuation procedure for Oak House,1,Health and Safety,H&S Procedures,Business,Corporate,HS-PRO-011,Active
1532,CO-H&S-P-001,Health and Safety Policy,10,Health and Safety,H&S Policy,Business,Corporate,HS-P-001,Active
1533,CO-H&S-P-002,PAT Policy,6,Health and Safety,H&S Policy,Business,Corporate,HS-P-002,Active
1534,CO-H&S-P-003,Health and Safety Stress Management Policy,2,Health and Safety,H&S Policy,Business,Corporate,HS-P-003,Active
1535,CO-H&S-P-004,Coronavirus (COVID-19) Policy on employees being vaccinated,1,Health and Safety,H&S Policy,Business,Corporate,HS-P-008,Active
1536,CO-H&S-RA-013,Risk Assessment - Fire - Derby Court and Unit 6,6,Health and Safety,H&S Risk Assessments,Business,Corporate,HS-RA-025,Active
1537,CO-CS-FRM-275,binx io RMA Number Request Form ,0,Customer Support,Forms,QMS,Corporate,,Active
1538,CO-H&S-RA-014,Health and Safety Risk Assessment Oak House Facility,2,Health and Safety,H&S Risk Assessments,Business,Corporate,HS-RA-047,Active
1539,CO-H&S-RA-015,Health and Safety Risk Assessment Oak House Production Activities,2,Health and Safety,H&S Risk Assessments,Business,Corporate,HS-RA-048,Active
1540,CO-H&S-RA-016,Health and Safety Risk Assessment Incoming-Outgoing goods and Packaging,2,Health and Safety,H&S Risk Assessments,Business,Corporate,HS-RA-049,Active
1541,CO-H&S-RA-017,Health and Safety Oak House Fire Risk Assessment,2,Health and Safety,H&S Risk Assessments,Business,Corporate,HS-RA-050,Active
1542,CO-H&S-RA-018,Health and Safety Risk Assessment Oak House Covid-19,2,Health and Safety,H&S Risk Assessments,Business,Corporate,HS-RA-051,Active
1543,CO-OPS-SOP-364,Order to Cash Process,0,Operations,Standard Operating Procedure,QMS,Corporate,,Active
1544,CO-LAB-FRM-276,High Risk Temperature Controlled Asset Sign ,0,Laboratory,Forms,QMS,Corporate,,Active
1545,CO-LAB-FRM-277,Low Risk Temperature Controlled Asset Sign ,0,Laboratory,Forms,QMS,Corporate,,Active
1546,CO-LAB-FRM-278,Asset Not Temperature Controlled Sign,0,Laboratory,Forms,QMS,Corporate,,Active
1547,CO-SAM-T-205,Slide Guide Template,0,Sales and Marketing,Templates,QMS,Corporate,,Active
1548,CO-SAM-REG-040,Marketing Presentation Register,0,Sales and Marketing,Registers,QMS,Corporate,,Active
1549,CO-QC-LBL-052,io Instrument Failure - For Engineering Inspection Label,0,Quality Control,Label,QMS,Corporate,,Active
1550,CO-PRD1-SOP-365,Manufacturing Overview for Primer/Passivation Reagents,1,Production line 1 - Oak House,Standard Operating Procedure,QMS,Corporate,,Active
1553,CO-SUP-JA-061,AirSea Dry Ice Shipper Packing Instructions,0,Supply Chain,Job Aid,QMS,Corporate,,Active
1554,CO-SUP-JA-062,AirSea 2-8°c Shipper Packing Instructions,0,Supply Chain,Job Aid,QMS,Corporate,,Active
1555,CO-SUP-JA-063,Softbox TempCell F39 (13-48) Dry ice shipper packing instructions,0,Supply Chain,Job Aid,QMS,Corporate,,Active
1556,CO-SUP-JA-064,Softbox TempCell PRO shipper packing instructions,0,Supply Chain,Job Aid,QMS,Corporate,,Active
1557,CO-SUP-JA-065,Softbox TempCell MAX shipper packing instructions,0,Supply Chain,Job Aid,QMS,Corporate,,Active
1559,CO-SUP-JA-067,CT/NG ioTM Cartridge Packing Instructions for QC samples (Softbox PRO Shipper),0,Supply Chain,Job Aid,QMS,Corporate,,Active
1560,CO-SUP-JA-068,CT/NG ioTM Cartridge Packing Instructions for QC samples (Softbox MAX Shipper),0,Supply Chain,Job Aid,QMS,Corporate,,Active
1561,CO-CS-JA-069,Customer Installation and Training Job Aid binx io ,0,Customer Support,Job Aid,QMS,Corporate,,Active
1562,CO-PRD1-SOP-369,Manufacturing Overview for IC DNA Reagent,1,Production line 1 - Oak House,Standard Operating Procedure,QMS,Corporate,,Active
1563,CO-PRD1-SOP-370,Manufacturing Overview for CT/NG Taq/UNG Reagent,1,Production line 1 - Oak House,Standard Operating Procedure,QMS,Corporate,,Active
1564,CO-PRD1-JA-070,Protecting Light Sensitive Reagents with Tin Foil at the Oak House Manufacturing Facility,0,Production line 1 - Oak House,Job Aid,QMS,Corporate,,Active
1565,CO-QA-REG-041,Employee Unique Initial Register,0,Quality Assurance,Registers,QMS,Corporate,,Active
1566,CO-CS-JA-071,Field Service - Submitting Documents for QA Approval ,0,Customer Support,Job Aid,QMS,Corporate,,Active
1567,CO-OPS-PTL-108,VAL2023-06 NetSuite Test Specification_QT9,1,Operations,Protocol,QMS,Corporate,,Active
1568,CO-PRD1-FRM-279,Sterivex-GP Pressure Filter Unit IQC Form,1,Production line 1 - Oak House,Forms,QMS,Corporate,,Active
1569,CO-QA-T-206,EU Performance Evaluation Plan Template,0,Quality Assurance,Templates,QMS,Corporate,,Active
1570,CO-QA-T-207,EU Performance Evaluation Report Template,0,Quality Assurance,Templates,QMS,Corporate,,Active
1571,CO-QC-PTL-109,QC CT/NG 2:2 Input Manufactured Under CO-OPS-SOP-189 Validation Protocol,1,Quality Control,Protocol,QMS,Corporate,,Active
1572,CO-FIN-SOP-373,Asset Capitalization Procedure,0,Finance,Standard Operating Procedure,QMS,Corporate,,Active
1574,CO-QA-SOP-374,Quality Assurance Process for Reviewing QMS Documentation,0,Quality Assurance,Standard Operating Procedure,QMS,Corporate,,Active
1575,CO-QA-JA-072,Job Aid for the Review of Change Controls in QT9,0,Quality Assurance,Job Aid,QMS,Corporate,,Active
1576,CO-QA-JA-073,Job Aid for the Review of Non-Conforming Product in QT9,0,Quality Assurance,Job Aid,QMS,Corporate,,Active
1577,CO-QA-JA-074,Job Aid for the Review of Corrective Actions in QT9,0,Quality Assurance,Job Aid,QMS,Corporate,,Active
1578,CO-QA-JA-075,Job Aid for the Review of Deviations in QT9,0,Quality Assurance,Job Aid,QMS,Corporate,,Active
1579,CO-QA-JA-076,Job Aid for the Review of Change Management Forms For Non-QT9 Processes,0,Quality Assurance,Job Aid,QMS,Corporate,,Active
1580,CO-QA-JA-077,Job Aid for the Review of Controlled Documents and Records,0,Quality Assurance,Job Aid,QMS,Corporate,,Active
1581,CO-QA-SOP-375,Guidance for Writing Controlled Documents,0,Quality Assurance,Standard Operating Procedure,QMS,Corporate,,Active
1582,CO-OPS-SOP-376,LRE Refurbishment Procedure,0,Operations,Standard Operating Procedure,QMS,Corporate,,Active
1583,CO-LAB-LBL-053,SAP Stock Item Label (Green) ,0,Laboratory,Label,QMS,Corporate,,Active
1584,CO-LAB-LBL-054,GRN for R&D and Samples Label (Silver) ,0,Laboratory,Label,QMS,Corporate,,Active
1585,CO-PRD1-PTL-110,Installation and Operational  Qualification Protocols for Jenway 924 030 6.0 mm Tris Buffer pH Electrode (Asset                  ) to be used with Oak House Jenway 3510 pH Meter (Asset 1143) ,0,Production line 1 - Oak House,Protocol,QMS,Corporate,,Active
1586,CO-OPS-SOP-377,NetSuite ERP SOP,0,Operations,Standard Operating Procedure,QMS,Corporate,,Active
1588,CO-IT-FRM-005,IT System Change Request Form,0,Information Technology,Forms,QMS,Corporate,,Active
1589,CO-OPS-JA-078,NetSuite User Guide,0,Operations,Job Aid,QMS,Corporate,,Active
1590,CO-FIN-FRM-280,Fixed Asset Acquisition Form,0,Finance,Forms,Business,Corporate,,Active
1591,CO-FIN-FRM-281,Fixed Asset Disposition Form,0,Finance,Forms,Business,Corporate,,Active
1592,CO-QC-URS-030,URS for electrode test method,0,Quality Control,User Requirements Specification,QMS,Corporate,,Active
1594,CO-OPS-POL-037,Policy for Production Specification Transfer to Contract Manufacturers,0,Operations,Policy,QMS,Corporate,,Active
1595,CO-QA-JA-079,Job Aid for the Use of the QT9 Deviation Module,1,Quality Assurance,Job Aid,QMS,Corporate,,Active
1596,CO-PMO-T-209,Project Plan,2,Project Management Office,Templates,QMS,Corporate,,Active
1598,CO-PRD1-JA-081,Pipette Handling -Job Aid,0,Production line 1 - Oak House,Job Aid,QMS,Corporate,,Active
1599,CO-OPS-T-210,io Instrument Repair Form,1,Operations,Templates,QMS,Corporate,,Active
1600,CO-OPS-SOP-379,io Instrument Tracking at binx health,0,Operations,Standard Operating Procedure,QMS,Corporate,,Active
1601,CO-LAB-JA-082,New Equipment and Fixed Asset Crosswalk,0,Laboratory,Job Aid,QMS,Corporate,,Active
1602,CO-QA-JA-083,Job Aid for the Review of Feedback in QT9,0,Quality Assurance,Job Aid,QMS,Corporate,,Active
1603,CO-QA-SOP-380,US Registration and Regulatory Compliance,0,Quality Assurance,Standard Operating Procedure,QMS,Corporate,,Active
1606,CO-PRD1-FRM-283,Transfer Form,0,Production line 1 - Oak House,Forms,QMS,Corporate,,Active
1607,CO-LAB-SOP-045,Use of Dry Bath System with Metal Block,0,Laboratory,Standard Operating Procedure,QMS,Corporate,,Active
1608,CO-LAB-PTL-111,IQ/OQ  Validation Protocol for Dry Bath with Metal Block,1,Laboratory,Protocol,QMS,Corporate,,Active
1610,CO-QA-T-213,QA Software Validation Protocol Template,0,Quality Assurance,Templates,QMS,Corporate,,Active
1611,CO-PRD1-JA-084,Transfer materials between Oak House & Derby Court,0,Production line 1 - Oak House,Job Aid,QMS,Corporate,,Active
1625,CO-H&S-T-214,H&S Safety Checklist Template,0,Health and Safety,Templates,Business,Corporate,,Active
1627,CO-PRD1-LBL-056,Quarantine Label - Oak House,0,Production line 1 - Oak House,Label,QMS,Corporate,,Active
1629,CO-SUP-FRM-286,Oak House Warehouse Monthly Cleaning Record,1,Supply Chain,Forms,QMS,Corporate,,Active
1630,CO-QA-T-215,Report Template,0,Quality Assurance,Templates,QMS,Corporate,,Active
1631,CO-PRD1-FRM-287,General Oak House Production IQC Form,0,Production line 1 - Oak House,Forms,QMS,Corporate,,Active
1632,CO-PRD1-FRM-288,Manufacture of CT/IC Detection Reagent – 7.082.002 – MOB-D-082,0,Production line 1 - Oak House,Forms,QMS,Corporate,,Active
1633,CO-PRD1-FRM-289,Manufacture of NG1/IC Detection Reagent – 7.083.002 – MOB-D-083,0,Production line 1 - Oak House,Forms,QMS,Corporate,,Active
1634,CO-PRD1-FRM-290,Manufacture of NG2/IC Detection Reagent – 7.084.002 – MOB-D-084,0,Production line 1 - Oak House,Forms,QMS,Corporate,,Active
1635,CO-PRD1-FRM-291,Manufacture of CT/NG Taq/UNG Reagent – 7.085.002 – MOB-D-085,0,Production line 1 - Oak House,Forms,QMS,Corporate,,Active
1636,CO-PRD1-FRM-292,Manufacture of CT/IC Primer Passivation Reagent – 7.086.002 – MOB-D-086,0,Production line 1 - Oak House,Forms,QMS,Corporate,,Active
1637,CO-PRD1-FRM-293,Manufacture of NG1/NG2/IC Primer Passivation Reagent – 7.087.002 – MOB-D-087,0,Production line 1 - Oak House,Forms,QMS,Corporate,,Active
1638,CO-PRD1-FRM-294,Manufacture of IC DNA Reagent – 7.088.002 – MOB-D-088,0,Production line 1 - Oak House,Forms,QMS,Corporate,,Active
1641,CO-PMO-FRM-295,Project Business Case,0,Project Management Office,Forms,QMS,Corporate,,Active
1642,CO-H&S-CH-012,health and Safety Laboratory Checklist,6,Health and Safety,Check List,Business,Corporate,HS-CH-001,Active
1643,CO-H&S-CH-013,Health and Safety Office Checklist,2,Health and Safety,Check List,Business,Corporate,HS-CH-002,Active
1644,CO-H&S-CH-014,Health and Safety First Aid Checklist,2,Health and Safety,Check List,Business,Corporate,HS-CH-005,Active
1645,CO-H&S-CH-015,Health and Safety Workstation Checklist,4,Health and Safety,Check List,Business,Corporate,HS-CH-006,Active
1646,CO-H&S-CH-016,Health and Safety Fire Safety Check List,6,Health and Safety,Check List,Business,Corporate,HS-CH-007,Active
1647,CO-H&S-CH-017,Health and Safety Unit 6 Fire Checking Log,3,Health and Safety,Check List,Business,Corporate,HS-CH-009,Active
1648,CO-H&S-CH-018,Health and Safety Contractor Checklist,2,Health and Safety,Check List,Business,Corporate,HS-CH-010,Active
1649,CO-H&S-CH-019,Health and Safety Oak House Fire Safety Checklist,2,Health and Safety,Check List,Business,Corporate,HS-CH-011,Active
1650,CO-H&S-CH-020,Health and Safety Oak House First Aid Checklist,2,Health and Safety,Check List,Business,Corporate,HS-CH-012,Active
1653,CO-SUP-JA-087,Use of Elpro datalogger at CMO for binx Health io CTNG Cartridge - QC samples and datalogger placement for Bulk US shipments,0,Supply Chain,Job Aid,QMS,Corporate,,Active
1654,CO-PRD1-LBL-057,CT IC Detection Reagent Vial Label – 7.082.002 – MOB-D-082,0,Production line 1 - Oak House,Label,QMS,Corporate,,Active
1655,CO-PRD1-LBL-058,CT IC Primer Passivation Reagent Vial Label – 7.086.002 – MOB-D-086,0,Production line 1 - Oak House,Label,QMS,Corporate,,Active
1656,CO-PRD1-LBL-059,CT NG Taq UNG Reagent Vial Label – 7.085.002 – MOB-D-085,0,Production line 1 - Oak House,Label,QMS,Corporate,,Active
1657,CO-PRD1-LBL-060,IC DNA Reagent Vial Label  – 7.088.002 – MOB-D-088,0,Production line 1 - Oak House,Label,QMS,Corporate,,Active
1658,CO-PRD1-LBL-061,NG1 IC Detection Reagent Vial Label – 7.083.002 – MOB-D-083,0,Production line 1 - Oak House,Label,QMS,Corporate,,Active
1659,CO-PRD1-LBL-062,NG1 NG2 IC Primer Passivation Reagent Vial Label – 7.087.002 – MOB-D-087,0,Production line 1 - Oak House,Label,QMS,Corporate,,Active
1660,CO-PRD1-LBL-063,NG2 IC Detection Reagent Vial Label – 7.084.002 – MOB-D-084,0,Production line 1 - Oak House,Label,QMS,Corporate,,Active
1661,CO-PRD1-LBL-064,CT IC Detection Reagent Box Label – 7.082.002 – MOB-D-082,1,Production line 1 - Oak House,Label,QMS,Corporate,,Active
1662,CO-PRD1-LBL-065,CT IC Primer Passivation Reagent Box Label – 7.086.002 – MOB-D-086,0,Production line 1 - Oak House,Label,QMS,Corporate,,Active
1663,CO-PRD1-LBL-066,CT NG Taq UNG Reagent Box Label – 7.085.002 – MOB-D-085,0,Production line 1 - Oak House,Label,QMS,Corporate,,Active
1664,CO-PRD1-LBL-067,IC DNA Reagent Box Label  – 7.088.002 – MOB-D-088,0,Production line 1 - Oak House,Label,QMS,Corporate,,Active
1665,CO-PRD1-LBL-068,NG1 IC Detection Reagent Box Label – 7.083.002 – MOB-D-083,0,Production line 1 - Oak House,Label,QMS,Corporate,,Active
1666,CO-PRD1-LBL-069,NG1 NG2 IC Primer Passivation Reagent Box Label – 7.087.002 – MOB-D-087,0,Production line 1 - Oak House,Label,QMS,Corporate,,Active
1667,CO-PRD1-LBL-070,NG2 IC Detection Reagent Box Label – 7.084.002 – MOB-D-084,0,Production line 1 - Oak House,Label,,Corporate,,Active
1668,CO-SUP-FRM-296,CT IC Detection Reagent Component pick list form  – 7.082.002 – MOB-D-082,1,Supply Chain,Forms,QMS,Corporate,,Active
1669,CO-SUP-FRM-297,CT IC Primer Passivation Reagent Component Pick List Form – 7.086.002 – MOB-D-086,0,Supply Chain,Forms,QMS,Corporate,,Active
1670,CO-SUP-FRM-298,CT NG Taq UNG Reagent Component Pick List Form – 7.085.002 – MOB-D-085,0,Supply Chain,Forms,QMS,Corporate,,Active
1671,CO-SUP-FRM-299,IC DNA Reagent Component Pick List Form – 7.088.002 – MOB-D-088,1,Supply Chain,Forms,QMS,Corporate,,Active
1672,CO-SUP-FRM-300,NG1 IC Detection Reagent Component Pick List Form – 7.083.002 – MOB-D-083,1,Supply Chain,Forms,QMS,Corporate,,Active
1673,CO-SUP-FRM-301,NG1 NG2 IC Primer Passivation Reagent Component Pick List Form – 7.087.002 – MOB-D-087,1,Supply Chain,Forms,QMS,Corporate,,Active
1674,CO-SUP-FRM-302,NG2 IC Detection Reagent Component Pick List Form – 7.084.002 – MOB-D-084,1,Supply Chain,Forms,QMS,Corporate,,Active
1675,CO-PRD1-FRM-303,Certificate of Conformance – CT IC Detection Reagent – 7.082.002 – MOB-D-082,0,Production line 1 - Oak House,Forms,QMS,Corporate,,Active
1676,CO-PRD1-FRM-304,Certificate of Conformance - CT IC Primer Passivation Reagent – 7.086.002 – MOB-D-086,0,Production line 1 - Oak House,Forms,QMS,Corporate,,Active
1677,CO-PRD1-FRM-305,Certificate of Conformance - Taq UNG – 7.085.002 – MOB-D-085,0,Production line 1 - Oak House,Forms,QMS,Corporate,,Active
1678,CO-PRD1-FRM-306,Certificate of Conformance - IC DNA Reagent  – 7.088.002 – MOB-D-088,0,Production line 1 - Oak House,Forms,QMS,Corporate,,Active
1679,CO-PRD1-FRM-307,Certificate of Conformance - NG1 IC Detection Reagent  – 7.083.002 – MOB-D-083,0,Production line 1 - Oak House,Forms,QMS,Corporate,,Active
1680,CO-PRD1-FRM-308,Certificate of Conformance - NG1 NG2 IC Primer Passivation Reagent  – 7.087.002 – MOB-D-087,0,Production line 1 - Oak House,Forms,QMS,Corporate,,Active
1681,CO-PRD1-FRM-309,Certificate of Conformance - NG2 IC Detection Reagent – 7.084.002 – MOB-D-084,0,Production line 1 - Oak House,Forms,QMS,Corporate,,Active
1684,CO-QA-SOP-383,Control of Product Labeling,1,Quality Assurance,Standard Operating Procedure,QMS,Corporate,,Active
1685,CO-REG-T-216,Change Management Pre-Checklist Form,0,Regulatory,Templates,QMS,Corporate,,Active
1686,CO-H&S-CH-022,Fire Alarm System (Derby Court) CheckList,1,Health and Safety,Check List,Business,Corporate,HS-CH-003,Active
1687,CO-QA-FRM-311,Change Request Form,0,Quality Assurance,Forms,QMS,Corporate,,Active
1689,CO-QA-JA-088,Job Aid for Global Label Elements,0,Quality Assurance,Job Aid,QMS,Corporate,,Active
1690,CO-QA-JA-089,Job Aid for the Review of Regulatory Change Assessment Forms,0,Quality Assurance,Job Aid,QMS,Corporate,,Active
1695,CO-PRD1-PTL-115,Vial Inspection Protocol,0,Production line 1 - Oak House,Protocol,QMS,Corporate,,Active
1696,CO-PRD1-T-218,Sampled Inspection Protocol template,0,Production line 1 - Oak House,Templates,QMS,Corporate,,Active
1697,CO-QC-SOP-388,Guidance for Product Release Documentation Checks,0,Quality Control,Standard Operating Procedure,QMS,Corporate,,Active
1698,CO-IT-POL-038,Policy for use of Chatbots and Artificial Intelligence tools within binx health processes ,0,Information Technology,Policy,QMS,Corporate,,Active
1699,CO-LAB-JA-090,Miscellaneous Part Numbered Items Reference Sheet ,1,Laboratory,Job Aid,QMS,Corporate,,Active
1700,CO-LAB-FRM-313,IQC for Part Numbered non-stock miscellaneous items ,1,Laboratory,Forms,QMS,Corporate,,Active
1701,CO-DES-T-219,Analytical Verification Test Protocol template,0,Design,Templates,QMS,Corporate,,Active
1702,CO-DES-T-220,Analytical Verification Test Report template,0,Design,Templates,QMS,Corporate,,Active
1703,CO-PRD1-URS-032,User Requirements Specification for the Oak House Labelling Machine,0,Production line 1 - Oak House,User Requirements Specification,QMS,Corporate,,Active
1704,CO-PRD1-URS-033,User Requirements Specification for the Oak House Dispensing Machine,0,Production line 1 - Oak House,User Requirements Specification,QMS,Corporate,,Active
1707,CO-LAB-POL-039,Contamination Control Policy,0,Laboratory,Policy,QMS,Corporate,,Active
1710,CO-LAB-JA-093,Containment Level 2 Laboratory Weekly Cleaning Job Aid,0,Laboratory,Job Aid,QMS,Corporate,,Active
1711,CO-QC-JA-094,Quality Control Scheduled Weekly Cleaning Job Aid,0,Quality Control,Job Aid,QMS,Corporate,,Active
1717,CO-LAB-JA-098,Job Aid for Decontamination of Equipment Between Areas,0,Laboratory,Job Aid,QMS,Corporate,,Active
1718,CO-LAB-JA-099,Job Aid for Pipette Cleaning,0,Laboratory,Job Aid,QMS,Corporate,,Active
1725,CO-PRD1-URS-034,User Requirements Specification for the Oak House Barcode Scanner,0,Production line 1 - Oak House,User Requirements Specification,QMS,Corporate,,Active
1733,CO-LAB-FRM-318,Cabinet Usage Log,0,Laboratory,Forms,QMS,Corporate,,Active
1734,CO-PRD1-SOP-395,Use of the Datalogic Barcode Scanner,0,Production line 1 - Oak House,Standard Operating Procedure,QMS,Corporate,,Active
1735,CO-PRD1-SOP-396,Use of the Integra ASSIST PLUS ,0,Production line 1 - Oak House,Standard Operating Procedure,QMS,Corporate,,Active
1736,CO-PRD1-JA-104,Integra ASSIST PLUS Job Aid,0,Production line 1 - Oak House,Job Aid,QMS,Corporate,,Active
1738,CO-OPS-URS-036,Spot Reagent mixing equipment for CT/NG Assay Cartridge manufacture at CMOs -Rotary Mixer URS,0,Operations,User Requirements Specification,QMS,Corporate,,Active
1739,CO-PRD1-PTL-116,IQ Protocol and Report for the INTEGRA ASSIST PLUS in Oak House,0,Production line 1 - Oak House,Protocol,QMS,Corporate,,Active
1740,CO-PRD1-PTL-117,PQ Protocol and Report for the Integra ASSIST PLUS in Oak House,0,Production line 1 - Oak House,Protocol,QMS,Corporate,,Active
1743,CO-PRD1-PTL-118,OQ Protocol for the INTEGRA ASSIST PLUS in Oak House,0,Production line 1 - Oak House,Protocol,QMS,Corporate,,Active
