QT9 Document Code,Title,Job Function,Team Name
CO-IT-POL-030,Physical Security Policy,RA,Regulatory Affairs
CO-IT-POL-031,Responsible Disclosure Policy,RA,Regulatory Affairs
CO-IT-POL-032,Risk Management ,RA,Regulatory Affairs
CO-IT-POL-033,Third Party Management,RA,Regulatory Affairs
CO-QA-SOP-026,Use of SharePoint,RA,Regulatory Affairs
CO-QA-SOP-030,Accessing and Finding Documents in QT9,RA,Regulatory Affairs
CO-QA-SOP-031,Revising and Introducing Documents in QT9,RA,Regulatory Affairs
CO-QA-SOP-098,Document Matrix,RA,Regulatory Affairs
CO-QA-SOP-237,QT9 � Periodic Review and Making Document Obsolete,RA,Regulatory Affairs
CO-QA-POL-006,Policy for Document Control and Change Management,RA,Regulatory Affairs
CO-IT-SOP-044,IT Management Back Up and Support,RA,Regulatory Affairs
CO-QA-POL-015,Policy for Use of Electronic Signatures within binx health,RA,Regulatory Affairs
CO-QA-POL-019,Quality Policy,RA,Regulatory Affairs
CO-QA-POL-021,Quality Manual,RA,Regulatory Affairs
CO-QA-SOP-012,Annual Quality Objectives ,RA,Regulatory Affairs
CO-QA-SOP-043,Training Procedure,RA,Regulatory Affairs
CO-CS-POL-012,Policy for Customer Feedback,RA,Regulatory Affairs
CO-QA-POL-013,Policy for Complaints and Vigilance,RA,Regulatory Affairs
CO-QA-POL-020,Risk Management Policy,RA,Regulatory Affairs
CO-QA-SOP-283,Product Risk Management,RA,Regulatory Affairs
CO-QA-SOP-284,FMEA Procedure,RA,Regulatory Affairs
CO-QA-SOP-285,Hazard Analysis Procedure,RA,Regulatory Affairs
CO-QA-SOP-093,Corrective and Preventive Action procedure,RA,Regulatory Affairs
CO-QA-POL-014,Policy for Control of Non Conformance ,RA,Regulatory Affairs
CO-QA-SOP-003,Non Conformance Procedure,RA,Regulatory Affairs
CO-QA-SOP-099,Deviation Procedure,RA,Regulatory Affairs
CO-QA-SOP-011,Supplier Corrective Action Response Procedure,RA,Regulatory Affairs
CO-QA-SOP-345,Tools for Root Cause Analysis,RA,Regulatory Affairs
CO-QA-SOP-025,Management Review,RA,Regulatory Affairs
CO-HR-POL-007,Training Policy,RA,Regulatory Affairs
CO-QA-SOP-007,Correction- Removal and Recall Procedure,RA,Regulatory Affairs
CO-QA-SOP-076,Product Complaint Handling,RA,Regulatory Affairs
CO-QA-SOP-267,Post Market Surveillance,RA,Regulatory Affairs
CO-QA-SOP-139,Change Management Procedure for Product/Project Documents,RA,Regulatory Affairs
CO-QA-SOP-140,Document Control Procedure (Projects),RA,Regulatory Affairs
CO-QA-SOP-016,Identification and Traceability,RA,Regulatory Affairs
CO-CA-POL-009,Policy for Verification and Validation,QA,Quality Assurance
CO-CS-SOP-248,Procedure for Customer Service,QA,Quality Assurance
CO-CS-SOP-249,io Insepction using Data Collection Cartridge,QA,Quality Assurance
CO-DES-SOP-029,Design and Development Procedure,QA,Quality Assurance
CO-DES-SOP-146,Experimental Planning and Review,QA,Quality Assurance
CO-DES-SOP-243,CE Mark/Technical File Procedure,QA,Quality Assurance
CO-DES-SOP-371,Critical to Quaity and Reagent Design Control ,QA,Quality Assurance
CO-H&S-COSHH-013,COSHH risk assessment form for dry ice,QA,Quality Assurance
CO-H&S-P-001,Health & Safety Policy,QA,Quality Assurance
CO-H&S-P-002,PAT Policy,QA,Quality Assurance
CO-H&S-PRO-001,Health and Safety Fire Related Procedures,QA,Quality Assurance
CO-H&S-PRO-002,Chemical COSHH Guidance,QA,Quality Assurance
CO-H&S-PRO-003,Health and Safety Manual Handling,QA,Quality Assurance
CO-H&S-PRO-004,Health & Safety Incident and Near Miss Reporting Procedure,QA,Quality Assurance
CO-LAB-SOP-082,Use of Rotary Vane Anemometer,QA,Quality Assurance
CO-LAB-SOP-148,Reagent Aliquot SOP,QA,Quality Assurance
CO-LAB-SOP-152,Reporting & Recording Instrument Failures ,QA,Quality Assurance
CO-LAB-SOP-153,Use of UV cabinets,QA,Quality Assurance
CO-LAB-SOP-287,Introduction of New microorganisms SOP,QA,Quality Assurance
CO-OPS-POL-008,Policy for Purchasing and Management of Suppliers,QA,Quality Assurance
CO-OPS-POL-011,WEEE Policy,QA,Quality Assurance
CO-OPS-SOP-002,Planning for Process Validation,QA,Quality Assurance
CO-OPS-SOP-032,Validation of Automated Equipment and Quality System Software,QA,Quality Assurance
CO-OPS-SOP-035,Engineering Drawing Control,QA,Quality Assurance
CO-OPS-SOP-036,Instrument Engineering Change Management,QA,Quality Assurance
CO-OPS-SOP-172,Tool Changes of the Rhychiger Heat Sealer ,QA,Quality Assurance
CO-OPS-SOP-174,Engineering Rework Procedure ,QA,Quality Assurance
CO-OPS-SOP-188,Process Validation,QA,Quality Assurance
CO-PRD1-SOP-309,Use of the Uninterruptible Power Supply,QA,Quality Assurance
CO-QA-POL-010,Policy for Control of Infrastructure Environment and Equipment,QA,Quality Assurance
CO-QA-SOP-004,Internal Audit,QA,Quality Assurance
CO-QA-SOP-015,Qualification and Competence of Auditors,QA,Quality Assurance
CO-QA-SOP-024,SharePoint Administration,QA,Quality Assurance
CO-QA-SOP-028,Quality Records,QA,Quality Assurance
CO-QA-SOP-077,Supplier Audit Procedure,QA,Quality Assurance
CO-QA-SOP-096,Monitoring and Reporting of Quality Data,QA,Quality Assurance
CO-QA-SOP-244,QT9 Administration,QA,Quality Assurance
CO-QA-SOP-326,Vigilance and Medical Reporting Procedure,QA,Quality Assurance
CO-QA-SOP-357,EU Performance Evaluation,QA,Quality Assurance
CO-QC-JA-011,Use of CO-QC-T-118: Detection Reagent Analysis Spreadsheet,QA,Quality Assurance
CO-QC-POL-018,Quality Control Policy,QA,Quality Assurance
CO-QC-QCP-052,IC DNA in TE Buffer - Raw Material qPCR test,QA,Quality Assurance
CO-QC-QCP-061,Electrode testing,QA,Quality Assurance
CO-QC-SOP-021,Use of Stuart SRT6D Roller Mixer,QA,Quality Assurance
CO-QC-SOP-154,QC Laboratory Cleaning SOP,QA,Quality Assurance
CO-QC-SOP-173,Laboratory Investigation Procedure,QA,Quality Assurance
CO-SAM-SOP-009,Control of Marketing and Promotion,QA,Quality Assurance
CO-SUP-SOP-007,Procedure for Sales Administration& Order Handling,QA,Quality Assurance
CO-SUP-SOP-050,Raise PO - Stock Item,QA,Quality Assurance
CO-SUP-SOP-277,Instructions for receipt of incoming Non-Stock goods- assigning GRN numbers and labelling,QA,Quality Assurance
CO-SUP-SOP-278,Pilot Line Electronic Stock Control,QA,Quality Assurance
CO-SUP-SOP-281,Cartridge Component Stock Control Procedure,QA,Quality Assurance
CO-SUP-SOP-323,Demand Planning,QA,Quality Assurance
CO-IT-SOP-044,IT Management Back Up and Support,QA,Quality Assurance
CO-QA-POL-015,Policy for Use of Electronic Signatures within binx health,QA,Quality Assurance
CO-QA-POL-019,Quality Policy,QA,Quality Assurance
CO-QA-POL-021,Quality Manual,QA,Quality Assurance
CO-QA-SOP-012,Annual Quality Objectives ,QA,Quality Assurance
CO-QA-SOP-043,Training Procedure,QA,Quality Assurance
CO-IT-POL-022,Access Control Policy,QA,Quality Assurance
CO-IT-POL-023,Asset Management Policy,QA,Quality Assurance
CO-IT-POL-026,Cryptography Policy,QA,Quality Assurance
CO-IT-POL-027,Human Resource Security Policy,QA,Quality Assurance
CO-IT-POL-028,Information Security Policy,QA,Quality Assurance
CO-IT-POL-030,Physical Security Policy,QA,Quality Assurance
CO-IT-POL-024,Business Continuity and Disaster Recovery,QA,Quality Assurance
CO-IT-POL-025,Code of Conduct,QA,Quality Assurance
CO-IT-POL-029,Information Security Roles and Responsibilities,QA,Quality Assurance
CO-IT-POL-031,Responsible Disclosure Policy,QA,Quality Assurance
CO-IT-POL-032,Risk Management,QA,Quality Assurance
CO-IT-POL-033,Third Party Management,QA,Quality Assurance
CO-QA-POL-006,Policy for Document Control and Change Management,QA,Quality Assurance
CO-QA-SOP-139,Change Management,QA,Quality Assurance
CO-QA-SOP-140,Document Control & Control of Quality Records,QA,Quality Assurance
CO-QA-SOP-026,Use of Sharepoint,QA,Quality Assurance
CO-QA-SOP-030,Accessing and Finding Documents in QT9,QA,Quality Assurance
CO-QA-SOP-031,Revising and Introducing Documents in QT9,QA,Quality Assurance
CO-QA-SOP-098,Document Matrix,QA,Quality Assurance
CO-QA-SOP-237,QT9 � Periodic Review and Making Document Obsolete,QA,Quality Assurance
CO-QA-SOP-005,Document and Records Archiving,QA,Quality Assurance
CO-QA-POL-014,Policy for Control of Non Conformance ,QA,Quality Assurance
CO-QA-SOP-003,Non Conformance Procedure,QA,Quality Assurance
CO-QA-SOP-011,Supplier Corrective Action Response Procedure,QA,Quality Assurance
CO-QA-SOP-093,Corrective and Preventive Action procedure,QA,Quality Assurance
CO-QA-SOP-099,Deviation Procedure,QA,Quality Assurance
CO-QA-SOP-345,Tools for Root Cause Analysis,QA,Quality Assurance
CO-CS-POL-012,Policy for Customer Feedback and Device Vigilance,QA,Quality Assurance
CO-QA-POL-013,Policy for Complaints and Vigilance,QA,Quality Assurance
CO-QA-SOP-007,Correction- Removal and Recall Procedure,QA,Quality Assurance
CO-QA-SOP-267,Post Market Surveillance,QA,Quality Assurance
CO-QA-SOP-076,Product Complaint Handling,QA,Quality Assurance
CO-QA-POL-020,Risk Management Policy,QA,Quality Assurance
CO-QA-SOP-283,Product Risk Management,QA,Quality Assurance
CO-QA-SOP-284,FMEA Procedure,QA,Quality Assurance
CO-QA-SOP-285,Hazard Analysis Procedure,QA,Quality Assurance
CO-QA-SOP-025,Management Review,QA,Quality Assurance
CO-QA-SOP-016,Identification and Traceability,QA,Quality Assurance
CO-HR-POL-007,Training Policy,QA,Quality Assurance
CO-CA-POL-009,Policy for Verification and Validation,Product Development Basic,Product Development
CO-CA-SOP-081,Collection of Human samples for QA purposes,Product Development Basic,Product Development
CO-DES-SOP-029,Design and Development Procedure,Product Development Basic,Product Development
CO-H&S-P-001,Health & Safety Policy,Product Development Basic,Product Development
CO-H&S-P-003,Stress Policy ,Product Development Basic,Product Development
CO-H&S-PRO-001,Health and Safety Fire Related Procedures,Product Development Basic,Product Development
CO-H&S-PRO-001,Fire Risk Assessment for Derby Court,Product Development Basic,Product Development
CO-H&S-PRO-003,Health and Safety Manual Handling,Product Development Basic,Product Development
CO-H&S-PRO-004,Health & Safety Incident and Near Miss Reporting Procedure,Product Development Basic,Product Development
CO-H&S-RA-001,Risk Assessment for binx Health office and non-laboratory area,Product Development Basic,Product Development
CO-H&S-RA-003,Risk Assessment for laboratory areas (excluding Microbiology and Pilot Line),Product Development Basic,Product Development
CO-H&S-RA-004,Risk Assessment for� io� reader / assay development tools,Product Development Basic,Product Development
CO-H&S-RA-005,Dangerous and Explosive Atmosphere Risk Assessment,Product Development Basic,Product Development
CO-H&S-RA-007,RA Pilot Line Lab Area,Product Development Basic,Product Development
CO-H&S-RA-008,Risk Assessment for binx Health Employees,Product Development Basic,Product Development
CO-H&S-RA-010,Risk Assessment for work related stress,Product Development Basic,Product Development
CO-H&S-RA-011,Covid-19 Risk Assessment binx Health ltd,Product Development Basic,Product Development
CO-H&S-RA-016,Health and Safety Risk Assessment Incoming goods- Outgoing goods and Packaging,Product Development Basic,Product Development
CO-HR-POL-007,Training Policy,Product Development Basic,Product Development
CO-LAB-SOP-097,Temperature monitoring SOP,Product Development Basic,Product Development
CO-LAB-SOP-103,Environmental Control in the Laboratory,Product Development Basic,Product Development
CO-LAB-SOP-135,Use and Completion of MFG documents,Product Development Basic,Product Development
CO-LAB-SOP-137,Monitoring Variable Temperature Apparatus,Product Development Basic,Product Development
CO-LAB-SOP-149,Introducing New Laboratory Equipment,Product Development Basic,Product Development
CO-LAB-SOP-150,-80 Freezer Temperature Monitoring,Product Development Basic,Product Development
CO-LAB-SOP-151,Management and Control of Critical and Controlled equipment,Product Development Basic,Product Development
CO-LAB-SOP-155,Lab book write up,Product Development Basic,Product Development
CO-LAB-SOP-156,Lab rough notes,Product Development Basic,Product Development
CO-LAB-SOP-178,Signal Analyser,Product Development Basic,Product Development
CO-OPS-POL-008,Policy for Purchasing and Management of Suppliers,Product Development Basic,Product Development
CO-OPS-POL-011,WEEE Policy,Product Development Basic,Product Development
CO-OPS-SOP-002,Planning for Process Validation,Product Development Basic,Product Development
CO-OPS-SOP-032,Validation of Automated Equipment and Quality System Software,Product Development Basic,Product Development
CO-OPS-SOP-034,Test Method Validation,Product Development Basic,Product Development
CO-OPS-SOP-188,Process Validation,Product Development Basic,Product Development
CO-OPS-SOP-192,Verification Testing Process SOP,Product Development Basic,Product Development
CO-QA-POL-006,Policy for Document Control and Change Management,Product Development Basic,Product Development
CO-QA-POL-010,Policy for Control of Infrastructure Environment and Equipment,Product Development Basic,Product Development
CO-QA-POL-014,Poilcy for Control of Non Conformance ,Product Development Basic,Product Development
CO-QA-POL-020,Risk Management Policy,Product Development Basic,Product Development
CO-QA-SOP-004,Internal Audit,Product Development Basic,Product Development
CO-QA-SOP-028,Quality Records,Product Development Basic,Product Development
CO-QC-POL-018,Quality Control Policy,Product Development Basic,Product Development
CO-QC-SOP-173,Laboratory Investigation Procedure,Product Development Basic,Product Development
CO-SUP-SOP-048,Raise PO Non Stock and Services,Product Development Basic,Product Development
CO-SUP-SOP-049,Receive non sock PO ,Product Development Basic,Product Development
CO-SUP-SOP-050,Raise PO - Stock Item,Product Development Basic,Product Development
CO-SUP-SOP-051,Receive Stock Purchase Orders,Product Development Basic,Product Development
CO-SUP-SOP-052,New Supplier Set-Up,Product Development Basic,Product Development
CO-SUP-SOP-068,Purchasing SOP,Product Development Basic,Product Development
CO-SUP-SOP-069,Supplier Evaluation SOP,Product Development Basic,Product Development
CO-SUP-SOP-070,Supplier Risk Assessment- Approval and Monitoring Procedure,Product Development Basic,Product Development
CO-IT-SOP-044,IT Management Back Up and Support,Product Development Basic,Product Development
CO-QA-POL-015,Policy for the use of Electronic Signatures within binx health,Product Development Basic,Product Development
CO-QA-POL-019,Quality Policy,Product Development Basic,Product Development
CO-QA-POL-021,Quality Manual,Product Development Basic,Product Development
CO-QA-SOP-012,Annual Quality Objectives ,Product Development Basic,Product Development
CO-QA-SOP-043,Training Procedure,Product Development Basic,Product Development
CO-IT-POL-022,Access Control Policy,Product Development Basic,Product Development
CO-IT-POL-023,Asset Management Policy,Product Development Basic,Product Development
CO-IT-POL-024,Business Continuity and Disaster Recovery,Product Development Basic,Product Development
CO-IT-POL-025,Code of Conduct,Product Development Basic,Product Development
CO-IT-POL-026,Cryptography Policy,Product Development Basic,Product Development
CO-IT-POL-027,Human Resource Security Policy,Product Development Basic,Product Development
CO-IT-POL-028,Information Security Policy,Product Development Basic,Product Development
CO-IT-POL-029,Information Security Roles and Responsibilities,Product Development Basic,Product Development
CO-IT-POL-030,Physical Security Policy,Product Development Basic,Product Development
CO-IT-POL-031,Responsible Disclosure Policy,Product Development Basic,Product Development
CO-IT-POL-032,Risk Management ,Product Development Basic,Product Development
CO-IT-POL-033,Third Party Management,Product Development Basic,Product Development
CO-QA-SOP-139,Change Management,Product Development Basic,Product Development
CO-QA-SOP-140,Document Control & Control of Quality Records,Product Development Basic,Product Development
CO-QA-SOP-026,Use of Sharepoint,Product Development Basic,Product Development
CO-QA-SOP-030,Accessing and Finding Documents in QT9,Product Development Basic,Product Development
CO-QA-SOP-031,Revising and Introducing Documents in QT9,Product Development Basic,Product Development
CO-QA-SOP-098,Document Matrix,Product Development Basic,Product Development
CO-QA-SOP-237,QT9 - Periodic Review and Making Documents Obsolete,Product Development Basic,Product Development
CO-QA-SOP-005,Document and Records Archiving,Product Development Basic,Product Development
CO-QA-SOP-003,Non Conformance Procedure,Product Development Basic,Product Development
CO-QA-SOP-011,Supplier Corrective Action Response Procedure,Product Development Basic,Product Development
CO-QA-SOP-093,CAPA Procedure,Product Development Basic,Product Development
CO-QA-SOP-099,Deviation procedure,Product Development Basic,Product Development
CO-QA-SOP-345,Tools for Root Cause Analysis,Product Development Basic,Product Development
CO-QA-SOP-076,Stakeholder Feedback and Product Complaints Handling Procedure,Product Development Basic,Product Development
CO-QA-SOP-283,Product Risk Management ,Product Development Basic,Product Development
CO-QA-SOP-284,FMEA Procedure,Product Development Basic,Product Development
CO-QA-SOP-285,Hazard Analysis Procedure,Product Development Basic,Product Development
CO-QA-SOP-016,Identification and Traceability,Product Development Basic,Product Development
CO-CS-POL-012,Policy for Customer Feedback and Device Vigilance,Product Development Management,Product Development
CO-DES-SOP-005,Critical to Quaity and Reagent Design Control ,Product Development Management,Product Development
